"id","Geographic Area Name","TotalPop","PopUnder5","Pop5_9","Pop10_14","Pop15_19","Pop20_24","Pop25_29","Pop30_34","Pop35_39","Pop40_44","Pop45_49","Pop50_54","Pop55_59","Pop60_64","Pop65_69","Pop70_74","Pop75_79","Pop80_84","Pop85Up","Pop5_14","Pop15_17","PopUnder18","Pop18_24","Pop15_44","Pop16Up","Pop18Up","Pop21Up","Pop60Up","Pop62Up","Pop65Up","Pop75Up","Pop5Up","NonEnglishAtHome5Up","SpeakSpanish5Up","ForeignBorn5Up","Pop25Up","LessThanHighSchool25Up","HighSchoolPlus25Up","SomeCollege25Up","BachelorsUp25Up","PopWithDisability","PopMale","PopFemale","PopBlack","PopAmericanIndian","PopAsian","PopHawaiin","Pop2PlusRaces","PopWhite","PopHispanic","PopAmbulatoryDisability","PopSelfCareDisability","PopIndLivingDisability","TotalHouseholds","HousesWithFoodStamps","HousesWith60Plus","HousesWithChildren","HousesInPoverty","TotalHousePopulation","Income25kUnder","Income25k_50k","Income50k_75k","Income75k_100k","Income100kUp","TotalCivNonInstiPop","TotalCivNonInstiUnInsured","TotCivEmpPop16Up","TotEmpSelfEmployed","TotEmpAgriculture_Mining","TotEmpConstruction","TotEmpManufacturing","TotEmpWholesale","TotEmpRetail","TotEmpTransportation","TotEmpInformation","TotEmpFinance_Insurance","TotEmpProfessional","TotEmpEducation_Healthcare","TotEmpEntertainment_Food","TotEmpOther","TotEmpPublicAdministration","Worker16UpDroveAlone","Worker16UpCarpool","Worker16UpPublicTransportation","TotalWorkers16Up","TotWorkerManagement","TotWorkerService","TotWorkerSales_Office","TotWorkerConstruction_Maintenance","TotWorkerProduction_Transportation","TotWorkerMilitary","TotalOccupiedHousingUnits","Housing1Detached","Housing1Attached","Housing2Apartments","Housing3_4Apartments","Housing5_9Apartments","Housing10PlusApartments","HousingMobileHome"
"0500000US35059","Union County, New Mexico",4175,234,353,133,70,311,241,377,340,204,303,204,367,228,256,168,91,174,121,486,70,790,311,1543,3436,3385,3335,1038,913,810,386,3941,889,776,304,3074,616,1295,774,389,742,1684,1851,29,62,2,0,121,1959,1391,0,0,0,1381,194,723,299,211,3535,704,1084,650,427,670,3535,539,1588,2.3,272,77,91,5,131,46,20,64,99,336,167,54,226,1219,176,20,1570,33.2,26.5,14.7,12.2,13.4,0,1381,1163,2,49,23,0,0,144
"0500000US35061","Valencia County, New Mexico",75956,4328,4740,5848,5241,4754,4704,4440,4601,4262,4756,5231,5223,5232,4221,3414,2226,1434,1301,10588,3268,18184,6727,28002,60135,57772,54662,17828,15759,12596,4961,71628,23626,21625,5837,51045,8685,16718,16932,8710,14381,36649,37756,776,3205,643,0,2268,24459,45016,0,0,0,27489,5466,12271,8488,4965,74325,15672,20548,14450,9856,13799,74405,6404,29040,3.9,704,3159,1280,493,3601,1770,357,1672,2646,6746,3091,1241,2280,23483,3013,234,28772,29.2,21.7,21.5,14.5,12.9,0.1,27489,17904,611,203,477,254,281,7759
"0500000US36001","Albany County, New York",307426,15583,15061,16260,23483,32530,20247,19824,18164,16612,18752,20904,20862,19728,16201,11635,7750,6436,7394,31321,10492,57396,45521,130860,257077,250030,229761,69144,60741,49416,21580,291843,38065,9465,31799,204509,15030,49310,55746,84423,33878,147197,156388,37651,515,19895,133,11469,220466,17748,0,0,0,126008,14675,47681,30847,14391,289714,39291,49498,44093,39432,117400,303585,12005,159756,2.4,414,6645,8478,3137,16388,5531,3605,11847,18153,44021,14270,7619,19648,118857,13196,9504,156817,45.5,17.6,23.4,5.1,8.2,0.1,126008,65668,5245,18837,11553,7911,15254,1540
"0500000US36003","Allegany County, New York",47025,2425,2666,2745,4692,4342,2404,2357,2362,2286,2640,3023,3522,3117,2891,1972,1478,993,1110,5411,1750,9586,7284,18443,38593,37439,32966,11561,10160,8444,3581,44600,2237,484,1184,30155,3023,11052,9978,6102,7447,23550,23002,571,133,520,12,567,44011,730,0,0,0,18009,2858,8036,5180,2883,42078,7911,11475,8846,6216,7630,46552,3223,20029,2.4,699,1442,3177,276,1820,821,228,461,793,6746,1632,1022,912,14794,1556,98,19556,31.7,21,18.8,10.8,17.7,0,18009,13423,163,867,572,366,447,2171
"0500000US36005","Bronx County, New York",1437872,106083,99150,97391,98070,113041,121669,105343,94796,87115,91755,93709,83036,72244,55320,42177,32898,21575,22500,196541,58456,361080,152655,620034,1115770,1076792,1014142,246714,215609,174470,76973,1331789,789101,635920,505915,924137,258956,255427,226620,183134,209900,663593,753217,480964,9513,52102,1128,52209,129386,796879,0,0,0,499728,180917,180654,187931,145018,1395794,407503,327004,229544,153191,278552,1416810,136920,595657,1.8,527,29971,19553,9936,66926,44957,10016,37671,53717,193464,73370,33618,21931,135160,24902,346240,578100,25.4,33.3,22,7,12.2,0,499728,28782,23807,43142,39869,17783,344841,1504
"0500000US36007","Broome County, New York",194402,10199,10544,10312,15288,19109,11154,10560,10335,9500,11195,13172,14305,13108,10585,8066,6545,4529,5896,20856,6906,37961,27491,75946,161174,156441,143825,48729,43106,35621,16970,184203,17612,4104,13246,128950,12313,40079,40084,36474,29877,94307,97283,10812,374,8212,89,5614,160614,7888,0,0,0,78594,12370,34040,19904,12530,184144,35014,39507,34224,26357,49042,191590,7995,87190,2.3,576,4457,9155,2329,10722,3687,1544,3646,7479,27234,8639,4047,3675,68861,7069,2803,85248,38.1,19.6,22.6,6.8,12.9,0,78594,50026,1585,8283,5417,3755,6063,3465
"0500000US36009","Cattaraugus County, New York",77686,4440,4742,5182,5320,4972,4179,4233,3899,4481,4782,5659,6045,5646,4426,3613,2660,1651,1756,9924,3076,17440,7216,27084,62339,60246,56737,19752,17466,14106,6067,73246,3469,869,1476,53030,6110,20869,15915,10136,12172,38092,38792,1152,2341,645,0,1540,69812,1552,0,0,0,31433,5502,13598,8776,4969,74972,14180,18739,15406,11240,15407,76884,5362,33610,2.6,787,2578,4541,564,4004,1580,290,1198,2022,8992,3556,1347,2151,27241,2638,108,32863,30.5,19.6,22.8,10.5,16.6,0,31433,21619,392,2019,1369,838,1307,3889
"0500000US36011","Cayuga County, New York",77868,3935,4346,4356,4858,4847,4885,4761,4576,4435,5199,5868,6325,5618,4627,3324,2032,1843,2033,8702,2990,15627,6715,28362,64367,62241,59315,19477,17210,13859,5908,73933,3278,1599,1762,55526,6812,18306,18015,12393,10965,36849,37451,1653,228,397,0,1712,68864,1733,0,0,0,31251,4198,13367,9004,3669,73480,9899,16174,15065,11163,21179,74300,4045,36489,2.8,1367,2320,5082,879,4065,1783,390,1206,2225,10003,3090,1766,2313,29689,2422,238,35534,34.6,18.5,21.5,10.8,14.6,0,31251,21350,631,2113,1381,640,2056,3080
"0500000US36013","Chautauqua County, New York",129656,7042,6705,8040,9407,8604,7877,7206,6580,7034,7864,9176,10365,9088,8191,5415,4576,3039,3447,14745,4961,26748,13050,46708,106146,102908,96363,33756,29854,24668,11062,122614,9742,6027,2976,89858,9985,32222,28129,19522,19722,62390,64748,2833,418,682,68,2691,111954,9122,0,0,0,52572,10071,22586,13698,8910,123614,26748,30189,23805,18716,24156,127138,7021,56021,2.5,1614,3120,9998,986,6208,2427,706,1436,3013,15453,5637,2771,2652,44197,4962,207,54603,30.4,19.8,20.4,9.4,20,0,52572,36758,903,5276,2521,1102,2608,3404
"0500000US36015","Chemung County, New York",85740,5075,4884,5453,5192,5215,5228,5286,4975,5184,5291,6280,6379,5979,5061,3407,2516,1879,2456,10337,3248,18660,7159,31080,69181,67080,63967,21298,18882,15319,6851,80665,3357,1226,2536,59921,5789,21581,18254,14297,12723,39691,42687,3955,292,1329,10,2787,72391,2195,0,0,0,34373,5193,14367,9739,5183,81000,13537,18004,16405,11464,21590,82378,3779,37261,1.7,454,1774,5665,793,4474,1445,619,1707,2439,10757,3108,1929,2097,30354,3294,712,36614,35.5,20.7,21.6,7.9,14.4,0,34373,23982,743,3003,1767,1188,1989,1701
"0500000US36017","Chenango County, New York",48348,2596,2639,2982,2930,2743,2720,2515,2522,2730,3220,3649,4062,3500,3288,2276,1820,1110,1046,5621,1924,10141,3749,16160,39486,38207,36702,13040,11647,9540,3976,45752,1708,867,749,34458,4076,13439,10628,6315,9174,23955,23785,437,166,204,10,866,45299,1014,0,0,0,20616,3452,9163,5349,2955,47628,8036,11159,10879,7093,10461,47740,2261,21902,2.1,952,1541,3738,421,2286,823,594,1438,1089,5933,1210,810,1067,16594,2544,52,21472,32.4,17.2,20.4,11.3,18.5,0.2,20616,12572,197,968,1191,672,647,4369
"0500000US36019","Clinton County, New York",80794,3945,3859,4189,6023,7824,5212,4934,5119,4261,5156,5924,5953,5542,4163,3234,2309,1658,1489,8048,2542,14535,11305,33373,67919,66259,60943,18395,15857,12853,5456,76849,4310,1479,3621,54954,6658,20505,15203,12588,12020,37319,38964,1348,205,1169,26,985,71209,1440,0,0,0,31395,5248,12232,8675,4856,73051,11938,15000,14474,11649,19990,76283,3373,36060,2.7,698,1670,4332,604,4904,1878,574,1036,1864,9967,3611,1477,3445,28162,3408,227,35085,32.9,21.4,21.3,8.8,15.4,0.1,31395,19465,795,1704,1862,1583,1799,4187
"0500000US36021","Columbia County, New York",60919,2572,3150,2951,3355,3285,3306,3209,3439,3053,4131,4851,4977,5063,4562,3308,2427,1713,1567,6101,2292,10965,4348,19647,51451,49954,48330,18640,16485,13577,5707,58347,4254,1687,4175,45606,4392,13918,13036,14260,9367,29293,29980,2255,33,1125,0,1708,51756,2622,0,0,0,25243,2765,12221,6049,2646,58418,7710,10600,11172,9923,19013,59273,2759,29545,4.9,1106,2412,1916,712,2934,1077,659,1437,2800,8399,2494,1411,2188,21863,2461,714,28634,38.1,19.6,20.5,10.5,11.3,0,25243,17943,558,1644,989,940,1107,2062
"0500000US36023","Cortland County, New York",48123,2527,2832,2412,4399,5791,2915,2551,2292,2587,2928,3192,3494,2656,2721,1678,1229,875,1044,5244,1665,9436,8525,20535,39880,38687,34054,10203,9112,7547,3148,45596,1502,325,946,30162,2800,9850,9406,8106,6249,23311,24341,692,111,387,9,1046,44144,1271,0,0,0,17685,2476,6942,4902,2715,44567,6157,9841,9467,7315,11787,47652,2056,23525,2.8,473,1445,2587,343,2328,726,297,979,1353,7892,2789,1172,1141,17841,2348,129,22775,35.5,21.9,21.3,9.3,12,0,17685,11495,246,1648,1306,786,998,1206
"0500000US36025","Delaware County, New York",45502,1795,2192,2243,3563,2821,2263,2180,2077,2203,2785,3343,3710,3732,3373,2771,1854,1334,1263,4435,1624,7854,4760,15107,38904,37648,34933,14327,12830,10595,4451,43707,2875,1234,2082,32888,3875,12386,9409,7218,7324,22673,22389,743,70,363,8,691,41684,1689,0,0,0,19030,2725,9605,4438,2887,43169,8624,9317,9438,6453,9337,45062,2721,20204,4.2,782,1679,2756,357,2216,843,259,768,1430,5221,1956,1009,928,14734,1659,235,19766,32.8,19.4,20.2,11.4,16.2,0,19030,13610,134,888,853,663,532,2350
"0500000US36027","Dutchess County, New York",293894,13631,14599,17309,21866,22024,17557,16264,16646,17218,21037,23833,23014,20196,15752,11705,8404,6294,6545,31908,11512,57051,32378,111575,244486,236843,221091,68896,60285,48700,21243,280263,43711,22569,33724,204465,19326,53655,59529,71955,37415,139749,146169,27604,953,10553,108,9069,208305,33361,0,0,0,107347,9623,45599,31505,9747,275358,27684,39056,39823,38546,130249,285918,14434,144058,4.3,1533,9799,9402,2668,16727,7384,3167,8746,15754,41340,13512,6787,7239,106680,10488,7956,140804,40,19.5,22,9.3,9.2,0,107347,69629,5778,6308,7080,6346,8756,3450
"0500000US36029","Erie County, New York",919866,50232,50843,53014,59078,62986,68701,59964,51417,50079,58711,65022,69088,62199,48694,38347,26375,20562,24554,103857,34454,188543,87610,352225,754647,731323,693943,220731,193962,158532,71491,869634,91400,29982,64637,643713,55426,178600,193051,216636,119937,437639,470613,120417,4445,31750,298,22287,689772,48280,0,0,0,387847,61909,155984,102626,55496,891355,152202,167828,153688,124909,292728,908252,33726,449109,2.8,2057,21479,45787,11589,50572,20202,7351,37378,43924,124775,43668,19582,20745,357843,33941,16600,438586,39.4,18.2,23.9,6.4,12,0.1,387847,237682,10993,64172,21149,17907,30719,5225
"0500000US36031","Essex County, New York",37751,1495,1870,1633,2068,1954,2384,2133,2411,1880,2433,2932,3341,2895,2821,1886,1532,1060,1023,3503,1327,6325,2695,12830,32344,31426,30271,11217,10051,8322,3615,36256,1893,949,1217,28731,2546,9451,8814,7920,5953,17478,17873,169,60,119,8,605,33973,551,0,0,0,15425,1744,7664,4046,1501,34847,4529,7197,7750,5824,9547,35351,1373,17294,4,489,1339,1627,199,2146,497,296,742,916,4760,2579,763,941,13273,1458,91,16833,32.2,23.8,21,10.8,12.1,0.1,15425,11159,260,820,724,466,560,1436
"0500000US36033","Franklin County, New York",50692,2463,2769,2946,3023,3803,3627,3413,2960,3076,3636,3794,3625,3476,2719,2066,1483,1011,802,5715,1734,9912,5092,19902,41826,40780,38813,11557,10326,8081,3296,48229,3702,1302,2259,35688,4702,13421,10631,6934,7092,23281,22656,543,3596,216,94,839,40033,853,0,0,0,19088,3184,8004,5440,3374,44828,8775,9292,9708,6788,10265,45937,2989,20209,2.8,621,1406,887,209,2286,675,275,605,1292,6647,1940,818,2548,15297,2040,195,19633,31.8,26.6,18.8,9.8,12.9,0,19088,13496,204,874,920,634,631,2329
"0500000US36035","Fulton County, New York",53743,2677,3099,3156,3151,3060,3171,3236,2990,3218,3775,4266,3781,4182,3110,2624,1672,1038,1537,6255,2045,10977,4166,18826,44067,42766,41251,14163,12498,9981,4247,51066,1597,630,940,38600,4872,13795,13080,6853,8420,26340,26650,871,192,379,15,718,49505,1537,0,0,0,22439,3237,9833,6492,3143,52545,9189,12439,11630,7953,11334,52990,3340,24360,2.1,257,1636,2918,400,3532,1530,411,676,1811,6426,1810,1310,1643,19821,2326,140,23793,29.6,20.2,21.5,9.8,18.9,0,22439,15520,167,2482,926,403,716,2225
"0500000US36037","Genesee County, New York",58112,2980,3516,3265,3453,3633,3647,3434,3053,3327,3929,4650,5104,3668,3030,2643,1982,1199,1599,6781,2173,11934,4913,20547,47724,46178,44311,14121,12472,10453,4780,55132,1964,1027,1150,41265,3277,15105,13992,8891,8664,28705,28932,1247,509,477,0,1420,52317,1812,0,0,0,23681,2759,9624,6553,2684,57326,7360,11098,11276,11064,16528,57637,2360,29897,2.2,1111,2036,4585,921,3481,1093,369,1170,2125,6950,2828,1578,1650,24349,2465,101,29126,30.5,17.8,22.2,11.9,17.5,0,23681,17292,418,1720,1171,574,924,1582
"0500000US36039","Greene County, New York",47617,2029,2014,2442,2735,2970,3065,2674,2683,2504,3297,3735,3775,3698,3640,2269,1553,1197,1337,4456,1572,8057,4133,16631,40586,39560,37946,13694,11837,9996,4087,45588,3442,1717,2874,35427,4523,13526,9555,7823,6225,22142,22545,1472,281,496,5,659,39775,2081,0,0,0,17117,1323,8988,3854,2174,44297,7001,8699,8321,7757,12519,44687,2475,20292,3.2,323,1555,1703,446,2438,1184,448,1138,1335,4803,2121,1002,1796,16113,1634,224,19895,33.3,18.3,22.9,9.9,15.4,0.2,17117,12545,293,800,854,572,741,1312
"0500000US36041","Hamilton County, New York",4575,147,167,191,291,243,138,129,217,173,271,360,596,333,334,473,178,170,164,358,128,633,406,1191,4023,3942,3742,1652,1555,1319,512,4428,237,61,110,3536,617,1007,1231,681,1163,2322,2228,23,16,1,1,86,4354,69,0,0,0,1124,92,705,178,111,4441,487,1031,1041,807,1075,4550,309,1946,2.7,16,378,145,72,108,221,18,84,128,396,158,67,155,1579,93,7,1914,23.9,24.7,18.2,24.3,8.7,0.2,1124,994,4,23,10,6,18,69
"0500000US36043","Herkimer County, New York",62505,3214,3579,3884,4133,3851,3485,3366,3124,3537,3970,4668,4933,4510,4019,2894,1920,1642,1776,7463,2384,13061,5600,21496,51099,49444,46875,16761,14950,12251,5338,59291,3246,582,1673,43844,4407,16236,14013,9188,9720,30678,31176,817,150,331,93,849,58547,1294,0,0,0,24583,4248,11097,6445,3402,61193,9245,14717,12996,10094,14141,61854,3630,28627,2.8,690,1959,3476,791,3774,1384,320,1503,1869,8162,2208,1212,1279,22374,2477,291,28014,31.4,20.2,21.8,10.6,16,0,24583,16978,273,2131,820,747,1138,2496
"0500000US36045","Jefferson County, New York",114448,9078,7900,6749,6937,11415,11021,8634,7294,6000,6069,6566,6310,5856,4886,3620,2331,1940,1842,14649,4050,27777,14302,51301,89445,86671,81760,20475,18009,14619,6113,105370,8265,4273,4318,72369,6457,24590,25207,16115,14598,49223,53380,4712,423,1716,117,3719,87146,6089,0,0,0,43267,6967,13965,14543,5881,102193,16591,25469,21517,15506,23110,102603,6105,44760,2.2,958,3250,2649,714,6226,1574,635,2031,3043,11853,4323,2186,5318,41107,4844,232,53089,29.1,19,18.3,13.3,9.9,10.3,43267,24413,3223,2649,3628,2540,3137,3677
"0500000US36047","Kings County, New York",2600747,193743,162283,154327,141394,171719,246449,228103,192069,167429,156836,154916,148957,138974,115282,77575,60074,43655,46962,316610,89406,599759,223707,1147163,2061526,2000988,1918462,482522,423780,343548,150691,2407004,1091791,378896,943472,1777281,326469,455299,347052,648461,265081,1224757,1363388,840963,8374,306295,1012,76389,937145,496922,0,0,0,950856,218716,345792,294605,195032,2559275,510216,501129,377620,295073,875237,2588145,213362,1217624,3.6,1450,61486,40776,27512,114449,79125,54104,90560,168527,346248,124563,63167,45657,220529,49577,729737,1189261,42,22.6,20.3,6,9.1,0,950856,50055,84462,164743,148845,101878,398988,1885
"0500000US36049","Lewis County, New York",26719,1661,1552,1903,1659,1571,1521,1530,1383,1599,1665,1967,2094,1994,1387,1172,733,638,690,3455,1076,6192,2154,9263,21154,20527,19511,6614,5767,4620,2061,25058,633,228,419,18373,1869,8469,5039,2996,3830,13214,13152,154,55,138,23,273,25328,443,0,0,0,10242,1560,4230,3112,1265,26188,3301,7376,5212,4052,6247,26366,1745,11711,2.3,919,1293,1387,215,1176,484,115,365,840,2925,708,487,797,9089,1214,32,11574,30.6,17.8,16.9,17.5,16.6,0.6,10242,7755,66,360,461,115,199,1286
"0500000US36051","Livingston County, New York",63907,2804,3028,3500,5379,6509,3483,3545,3099,3494,4117,4856,4736,4644,3332,2850,1803,1369,1359,6528,2264,11596,9624,25509,53897,52311,47378,15357,13345,10713,4531,61103,3935,1476,2173,42687,4403,14037,13414,10833,7985,29710,31542,871,102,823,22,900,56842,1822,0,0,0,24383,3122,10489,6554,3214,57504,9025,11601,11511,9313,16054,61252,2024,28822,2.3,1053,2083,3749,584,2900,1152,366,915,2156,8159,2735,1478,1492,22955,2040,170,28187,35.3,18.3,20.6,11.7,14,0,24383,16959,371,1394,1240,1049,858,2512
"0500000US36053","Madison County, New York",71359,3319,4183,3640,6378,5933,3711,3587,3556,3888,4715,5484,5596,5227,4151,2906,2244,1210,1631,7823,2780,13922,9531,27053,59311,57437,52037,17369,15191,12142,5085,68040,2901,695,1825,47906,4215,16311,14469,12911,8977,35004,35839,1193,464,608,73,1083,66138,1514,0,0,0,26026,3188,11352,6791,2611,66160,8085,12763,14279,9884,21149,70843,3376,33712,3,982,2192,3526,916,3459,1430,596,1535,2825,9594,3721,1700,1236,26551,2281,176,32969,36.7,19.8,20.1,9.8,13.6,0,26026,19050,303,1597,776,819,910,2571
"0500000US36055","Monroe County, New York",744248,41595,43403,44235,51252,53257,55056,48912,42727,40878,47478,52508,52237,49079,39080,29608,20615,14191,18137,87638,28140,157373,76369,292082,605112,586875,552433,170710,150330,121631,52943,702653,95859,41318,63898,510506,49470,122362,146393,192281,100026,356057,381036,111834,3378,26586,120,22026,522235,63038,0,0,0,300796,45349,117325,83967,41765,717131,117434,139030,123111,99357,238199,737093,28110,367045,2.6,1574,14883,41860,8006,41541,12739,9205,19836,43964,116667,30667,15716,10387,290477,26709,10773,357749,43.5,17.3,22.3,5.6,11.4,0,300796,195871,17401,17871,17382,20631,29344,2296
"0500000US36057","Montgomery County, New York",49426,3034,3238,3040,3000,2901,3088,3160,2563,3037,3040,3342,3661,3357,2847,2120,1431,1148,1419,6278,1973,11285,3928,17749,39377,38141,36457,12322,10983,8965,3998,46392,6445,4534,1626,34213,4852,12028,11357,5976,7982,23924,24731,940,64,413,0,1444,39804,6741,0,0,0,19665,3987,8448,5707,3382,48358,10479,11659,9856,6102,10262,48655,3214,21536,2.5,458,1496,2980,450,2890,1301,283,942,1381,5614,1345,1038,1358,16710,1731,196,21083,30.7,18.5,22.4,9.6,18.8,0.1,19665,11718,503,3417,1366,392,844,1425
"0500000US36059","Nassau County, New York",1356564,74241,81701,84014,89088,86910,79427,76227,79487,83113,94632,104089,101140,90331,72826,53018,37045,29424,39851,165715,55149,295105,120849,494252,1098579,1061459,1010468,322495,281846,232164,106320,1282323,363495,165523,299967,940610,82341,216539,216643,425087,112217,654503,692148,156380,3582,125362,348,41032,818488,224367,0,0,0,445517,19856,211721,158180,26277,1336034,75879,122113,136023,146351,855668,1346651,64633,684098,6,823,37841,30601,22246,68073,37011,19952,70687,88909,196116,49425,30106,32308,460779,47008,113180,671593,45.4,16,24.3,6.4,7.8,0.1,445517,343333,12477,27976,8535,7083,45291,822
"0500000US36061","New York County, New York",1632480,79897,62983,59051,68706,114772,193382,173174,129202,105332,103680,100146,94082,90711,79562,62021,44496,32235,39048,122034,33840,235771,149638,784568,1419185,1396709,1343940,348073,307760,257362,115779,1552583,616248,339601,471076,1247071,162237,155048,171461,758325,166821,765525,856162,237327,6995,196038,859,75299,761987,420887,0,0,0,758133,101530,260002,135941,115288,1572347,278043,219612,186744,145633,742315,1621687,93779,897040,4.7,496,17651,26125,18416,64278,23276,56446,146846,183477,202300,95501,39568,22660,53211,16712,521777,879881,60.5,13.9,19.1,2.2,4.2,0,758133,9423,5785,8334,16305,39505,677931,850
"0500000US36063","Niagara County, New York",211704,11078,10904,12945,13069,13101,13573,12308,11982,11546,13741,16089,16305,16663,12426,9222,6498,4625,5629,23849,7919,42846,18251,75579,174356,168858,160796,55063,47324,38400,16752,200626,8267,2630,8170,150607,13257,51509,50042,35799,29186,102062,107586,14814,2176,2245,75,5190,179970,5950,0,0,0,88211,10936,38323,23158,11933,207519,33701,43122,37252,30801,62643,209648,7516,100682,2.5,883,5822,13863,2458,12532,5012,1293,6406,7751,25917,9901,4611,4233,85716,6284,959,99049,33.7,17.7,25,8.9,14.7,0.1,88211,63579,1722,6764,4360,3290,5565,2931
"0500000US36065","Oneida County, New York",230782,13161,13707,13704,15093,15838,14570,13946,12409,13039,15003,16591,16735,15336,12807,9832,6780,5466,6765,27411,8510,49082,22421,84895,187123,181700,171557,56986,50377,41650,19011,217621,26238,7892,17413,159279,18190,52346,49428,39315,32735,109418,113799,12592,471,9124,63,5324,185588,11693,0,0,0,90014,15405,38209,26327,13501,217887,38108,45041,43722,32457,58559,223217,9397,102319,2.6,1249,4925,9451,1607,11740,4379,1275,7097,7776,30859,9471,4922,7568,82118,8205,1059,100180,36.1,20.7,21.9,8.1,13,0.2,90014,57249,1573,11119,5287,3256,6092,5438
"0500000US36067","Onondaga County, New York",464242,26583,27226,28145,34190,32440,31874,29691,26742,24952,29573,33508,33947,30336,23972,17684,12409,8977,11993,55371,18096,100050,48534,179889,376244,364192,340690,105371,92519,75035,33379,437659,47378,13913,36095,315658,29342,79760,94637,111919,57931,221463,237759,51819,2353,17110,115,15813,354232,22111,0,0,0,185624,25962,73161,53891,25394,444401,68936,83817,75431,64850,151367,459222,18794,220979,2.9,1365,11060,16839,6582,25167,10701,5038,15373,21927,68606,20171,9811,8339,173798,17133,6685,217428,41.6,17.3,24.1,6.5,10.4,0.1,185624,120881,7923,13408,8456,10754,22533,1669
"0500000US36069","Ontario County, New York",109472,5507,5890,6898,7426,7017,5947,5898,5938,5948,7546,8360,8413,8114,7353,4749,3107,2601,2760,12788,4270,22565,10173,38174,89648,86907,82344,28684,25127,20570,8468,103965,6927,3211,4202,76734,5046,20535,24679,26474,13529,53171,55403,2592,480,1455,37,1768,97931,4962,0,0,0,44286,4248,19492,12136,3846,105662,11951,20146,18824,16485,38256,108574,4335,54358,2.8,906,3181,7156,1313,6544,1614,1028,2328,4751,15696,5385,2390,2066,44544,4064,342,53524,41.9,16,21.8,8.6,11.7,0,44286,29572,2349,1720,2159,2173,3060,3253
"0500000US36071","Orange County, New York",378227,24852,26573,28230,28880,28774,21627,21576,21734,23511,26483,28094,25389,22052,17382,12423,8246,5822,6579,54803,17444,97099,40210,146102,292565,281128,263709,72504,63326,50452,20647,353375,86096,47531,40049,240918,24774,71452,72901,71791,44101,182693,186707,39053,1255,9819,229,12990,240402,74286,0,0,0,126776,12421,48308,44947,13528,366010,40132,56164,55002,47810,166902,369400,19347,174834,3.4,1335,11207,12450,5809,23581,11054,4365,9363,15559,46321,13902,7716,12172,129950,16291,9518,174767,35.6,19,23.5,8.2,12.4,1.3,126776,80297,8786,7628,8181,7837,11167,2880
"0500000US36073","Orleans County, New York",41175,2113,2323,2136,2523,2448,2919,2572,2327,2280,2841,3455,3417,2877,2234,1813,1345,773,779,4459,1593,8165,3378,15069,34052,33010,31653,9821,8406,6944,2897,39062,2123,1168,1250,29632,3821,11503,9601,4707,6458,19225,19315,1557,141,296,21,715,34284,1677,0,0,0,16333,2586,6818,4910,2200,38124,6016,9471,8713,4867,9057,38540,2127,18161,2.2,605,1247,3062,367,2083,838,161,1177,1008,4141,1367,874,1231,14120,1914,121,17681,29,19.3,20.7,12.6,18.4,0,16333,12011,256,936,502,439,488,1701
"0500000US36075","Oswego County, New York",119104,6521,7073,7165,9240,8956,7474,6749,6406,6637,8112,9316,9240,7977,6420,4598,2848,2231,2141,14238,4670,25429,13526,45462,96871,93675,86687,26215,22692,18238,7220,112583,4262,1610,2131,80149,9804,30175,25276,14894,18101,59209,59203,1270,176,856,16,2192,111692,2915,0,0,0,46032,8016,17855,14410,7393,114112,19442,26451,21857,16307,30055,118412,5956,53360,1.9,609,4339,6348,1240,6329,4231,771,2273,3833,13787,4913,2220,2467,42859,4512,439,52200,30.5,20,20.8,12.3,16.3,0.1,46032,30665,592,2561,1862,1589,1902,6861
"0500000US36077","Otsego County, New York",60244,2552,2675,2771,5692,6647,2980,2837,2660,2940,3450,4080,4505,4434,3971,2871,2229,1457,1493,5446,1880,9878,10459,23756,51668,50366,44439,16455,14641,12021,5179,57692,3724,1300,2196,39907,3497,12780,11305,12325,8268,28808,30773,1174,82,813,5,1189,54472,2123,0,0,0,23556,2765,11108,5854,3394,54622,9370,12472,11185,7233,14362,59581,3403,28171,3.6,827,1678,2220,266,3675,901,354,1403,1575,9835,3554,995,888,20340,2434,463,27411,36.4,19.3,22.2,10.2,11.8,0,23556,15985,309,1569,1204,891,651,2947
"0500000US36079","Putnam County, New York",99070,4418,5263,6389,6529,6173,5160,5262,5523,6124,8009,8836,7845,7486,5795,4049,2862,1640,1707,11652,4241,20311,8461,34771,81721,78759,75515,23539,20453,16053,6209,94652,17506,9086,12789,70298,4951,18926,18394,28027,10017,48968,49593,2745,205,2010,24,2200,78447,14124,0,0,0,34847,1288,15464,11066,1575,96447,5407,8667,11376,12298,58699,98561,4546,51066,5.5,170,4602,2039,1234,6065,1980,1402,4058,5714,14265,4448,2558,2531,38017,4153,4057,49707,42.7,16.1,23.6,9.9,7.8,0,34847,27228,2682,1394,1025,906,1304,308
